Species	NCBI/VEuPathDB Accession ID	Taxonomic group	Length of contamination (bp)	Contaminant species
Ditylenchus weischeri	GCA_029231635.1	Bacteria	2000	Pedobacter agri
Ditylenchus weischeri	GCA_029231635.1	Bacteria	3807	Pedobacter chinensis
Ditylenchus weischeri	GCA_029231635.1	Bacteria	5954	Pedobacter chitinilyticus
Ditylenchus weischeri	GCA_029231635.1	Bacteria	2455790	Pedobacter helvus
Ditylenchus weischeri	GCA_029231635.1	Bacteria	1033	Pedobacter jejuensis
Ditylenchus weischeri	GCA_029231635.1	Bacteria	8479	Pedobacter mucosus
Ditylenchus weischeri	GCA_029231635.1	Bacteria	1786	Pedobacter terrae
Ditylenchus weischeri	GCA_029231635.1	Bacteria	1901	Pseudomonas agarici
Ditylenchus weischeri	GCA_029231635.1	Bacteria	7977	Pseudomonas baetica
Ditylenchus weischeri	GCA_029231635.1	Bacteria	3056	Pseudomonas grimontii
Ditylenchus weischeri	GCA_029231635.1	Bacteria	28411	Pseudomonas juntendi
Ditylenchus weischeri	GCA_029231635.1	Bacteria	10383	Pseudomonas monteilii
Ditylenchus weischeri	GCA_029231635.1	Bacteria	12640	Pseudomonas shahriarae
Ditylenchus weischeri	GCA_029231635.1	Bacteria	4162	Pseudomonas simiae
Ditylenchus weischeri	GCA_029231635.1	Bacteria	2752	Pseudomonas synxantha
Ditylenchus weischeri	GCA_029231635.1	Bacteria	2252	Pseudomonas urethralis
Ditylenchus weischeri	GCA_029231635.1	Bacteria	1277	Pseudomonas viciae
Ditylenchus weischeri	GCA_029231635.1	Bacteria	3064	Rhizobium populisoli
Ditylenchus weischeri	GCA_029231635.1	Bacteria	4200	Salegentibacter lacus
Ditylenchus weischeri	GCA_029231635.1	Bacteria	66390	Sphingobacterium multivorum
Ditylenchus weischeri	GCA_029231635.1	Bacteria	621991	Sphingobacterium sp.
Ditylenchus weischeri	GCA_029231635.1	Bacteria	3049	Sphingobium abikonense
Ditylenchus weischeri	GCA_029231635.1	Bacteria	11734	Sphingobium chungbukense
Ditylenchus weischeri	GCA_029231635.1	Bacteria	2924	Sphingobium cupriresistens
Ditylenchus weischeri	GCA_029231635.1	Bacteria	43501	Sphingobium estronivorans
Ditylenchus weischeri	GCA_029231635.1	Bacteria	6890	Sphingobium lactosutens
Ditylenchus weischeri	GCA_029231635.1	Bacteria	50670	Sphingobium limneticum
Ditylenchus weischeri	GCA_029231635.1	Bacteria	5731	Sphingobium naphthae
Ditylenchus weischeri	GCA_029231635.1	Bacteria	36234	Sphingobium soli
Ditylenchus weischeri	GCA_029231635.1	Bacteria	157432	Sphingobium sp.
Ditylenchus weischeri	GCA_029231635.1	Bacteria	5827	Sphingobium xenophagum
Ditylenchus weischeri	GCA_029231635.1	Bacteria	218099	Sphingobium yanoikuyae
Ditylenchus weischeri	GCA_029231635.1	Bacteria	10405	Sphingomonas bisphenolicum
Ditylenchus weischeri	GCA_029231635.1	Bacteria	12731	Sphingomonas sanxanigenens
Ditylenchus weischeri	GCA_029231635.1	Bacteria	8509	Sphingomonas turrisvirgatae
Ditylenchus weischeri	GCA_029231635.1	Bacteria	1707	Stenotrophomonas nematodicola
Ditylenchus weischeri	GCA_029231635.1	Bacteria	25273	Trinickia symbiotica
Ditylenchus weischeri	GCA_029231655.1	Bacteria	4235	Massilia norwichensis
Ditylenchus weischeri	GCA_029231655.1	Bacteria	1619	Massilia pinisoli
Ditylenchus weischeri	GCA_029231655.1	Bacteria	1391	Massilia rubra
Ditylenchus weischeri	GCA_029231655.1	Bacteria	5180	Pelomonas aquatica
Ditylenchus weischeri	GCA_029231655.1	Bacteria	2127	Pseudomonas marginalis
Ditylenchus weischeri	GCA_029231655.1	Bacteria	5322	Sphingomonas cannabina
Ditylenchus weischeri	GCA_029231655.1	Bacteria	5024	Sphingomonas elodea
Ditylenchus weischeri	GCA_029231655.1	Bacteria	8455	Sphingomonas hengshuiensis
Ditylenchus weischeri	GCA_029231655.1	Bacteria	2701	Sphingomonas taxi
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	12063	Leclercia adecarboxylata
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	33086	Leclercia sp.
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	3620	Novosphingobium aureum
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	56969	Novosphingobium guangzhouense
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	23600	Peribacillus frigoritolerans
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	2942	Pseudomonas benzenivorans
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	8022	Pseudomonas lactis
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	23448	Pseudomonas spelaei
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	3261	Sphingobium lactosutens
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	32427	Sphingobium limneticum
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	17584	Sphingobium naphthae
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	57213	Sphingobium scionense
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	5231	Sphingobium soli
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	261851	Sphingobium yanoikuyae
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	1081	Sphingomonas hankookensis
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	18920	Sphingomonas trueperi
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	15064	Sphingomonas turrisvirgatae
Ditylenchus dipsaci	GCA_029232805.1	Bacteria	1391	Sphingopyxis soli
Ditylenchus dipsaci	GCA_029232805.1	Virus	6302	Bacillus massiliglaciei
Ditylenchus dipsaci	GCA_029232805.1	Virus	15756	Fictibacillus macauensis
Ditylenchus dipsaci	GCA_029233205.1	Viridiplantae	911	NA
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	2721	Agrobacterium deltaense
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	1192	Agrobacterium rubi
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	2682	Aminobacter niigataensis
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	3565	Crenalkalicoccus roseus
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	1933	Flavobacterium akiainvivens
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	6382	Flectobacillus major
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	1824	Hypericibacter adhaerens
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	1324	Mesorhizobium tianshanense
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	8796	Neorhizobium sp.
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	41435	Olivibacter domesticus
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	1771	Parapedobacter luteus
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	1395	Pararhizobium polonicum
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	6127	Phyllobacterium bourgognense
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	4349	Phyllobacterium brassicacearum
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	11096	Phyllobacterium calauticae
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	1208	Phyllobacterium endophyticum
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	6632	Phyllobacterium myrsinacearum
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	8096	Phyllobacterium pellucidum
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	2546	Phyllobacterium phragmitis
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	10687	Phyllobacterium sophorae
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	3914	Phyllobacterium trifolii
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	24741	Phyllobacterium zundukense
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	2862	Rhizobium gallicum
Ditylenchus dipsaci	GCA_029233205.1	Bacteria	3389	Sphingobacterium sp.
Rhabditida sp.	GCA_029299675.1	Fungi	3277	Hypomyces perniciosus
Rhabditida sp.	GCA_029299675.1	Bacteria	20373	Priestia megaterium
Anguina tritici	GCA_029339935.1	Metazoa	1466	Homarus americanus
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	3994	Bosea lupini
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	3004	Bosea spartocytisi
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	6436	Brucella pituitosa
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	20605	Brucella rhizosphaerae
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	78043	Chelatococcus reniformis
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	12233	Chryseobacterium arthrosphaerae
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	18604	Dyadobacter beijingensis
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	596230	Dyadobacter jiangsuensis
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	137314	Dyadobacter sp.
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	212716	Labrys okinawensis
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	12790	Rhizobium freirei
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	251989	Rhizobium multihospitium
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	79970	Rhizobium oryzihabitans
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	1068	Rhizobium viscosum
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	10934	Rhodopseudomonas boonkerdii
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	5336	Sphingobacterium athyrii
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	14633	Sphingobacterium detergens
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	5061	Sphingobacterium puteale
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	1596	Sphingobacterium sp.
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	4722	Sphingobium fuliginis
Aphelenchoides besseyi	GCA_029619545.1	Bacteria	5032	Taibaiella koreensis
Caenorhabditis elegans	GCA_029748435.1	Virus	8504	Cupriavidus pauculus
Mansonella ozzardi	GCA_029876185.1	Metazoa	3849	Homo sapiens
Mansonella ozzardi	GCA_029876185.1	Metazoa	508	Macaca fascicularis
Mansonella ozzardi	GCA_029876185.1	Bacteria	1062	Rickettsia endosymbiont
Mansonella ozzardi	GCA_029876185.1	Bacteria	23193	Wolbachia endosymbiont
Meloidogyne javanica	GCA_900003945.1	Fungi	1333	NA
Meloidogyne arenaria	GCA_900003985.1	Viridiplantae	1990	Cicer arietinum
Meloidogyne arenaria	GCA_900003985.1	Viridiplantae	1046	NA
Meloidogyne arenaria	GCA_900003985.1	Bacteria	568	Flavobacterium azooxidireducens
Meloidogyne arenaria	GCA_900003985.1	Bacteria	2761	NA
Echinococcus canadensis	GCA_900004735.1	Metazoa	1753	Ovis aries
Echinococcus canadensis	GCA_900004735.1	Metazoa	134500	Sus scrofa
Echinococcus canadensis	GCA_900004735.1	Bacteria	1156	Aeromonas veronii
Echinococcus canadensis	GCA_900004735.1	Synthetic	5439	NA
Echinococcus canadensis	GCA_900004735.1	Virus	1068	Porcine endogenous
Plasmodium relictum	GCA_900005765.1	Metazoa	2320	Culex quinquefasciatus
Plasmodium gallinaceum	GCA_900005855.1	Metazoa	83218	Gallus gallus
Plasmodium gallinaceum	GCA_900005855.1	Metazoa	697	Opisthocomus hoazin
Plasmodium gallinaceum	GCA_900005855.1	Metazoa	502	NA
Fusarium proliferatum ET1	GCA_900067095.1	Bacteria	2686	Cupriavidus pauculus
Fusarium proliferatum ET1	GCA_900067095.1	Synthetic	5386	NA
Globodera rostochiensis	GCA_900079975.1	Fungi	627	NA
Globodera rostochiensis	GCA_900079975.1	Viridiplantae	1021	NA
Globodera rostochiensis	GCA_900079975.1	Bacteria	1331	NA
Globodera rostochiensis	GCA_900079975.1	Synthetic	5448	NA
Setaria digitata	GCA_900083525.1	Metazoa	3310	Thalassophryne amazonica
Plasmodium ovale	GCA_900090035.2	Metazoa	1598	Homo sapiens
Plasmodium vivax	GCA_900093555.2	Metazoa	4412	Homo sapiens
Plasmodium sp. gorilla clade G3	GCA_900097035.1	Metazoa	4631	Mansonella sp.
Hanseniaspora guilliermondii	GCA_900119595.1	Synthetic	5386	NA
Meloidogyne incognita	GCA_900182535.1	Metazoa	10312	Homo sapiens
Meloidogyne incognita	GCA_900182535.1	Metazoa	13392	Sus scrofa
Meloidogyne incognita	GCA_900182535.1	Fungi	670667	Botryotinia calthae
Meloidogyne incognita	GCA_900182535.1	Fungi	41298	Botrytis porri
Meloidogyne incognita	GCA_900182535.1	Fungi	10229	Stromatinia cepivora
Meloidogyne incognita	GCA_900182535.1	Viridiplantae	17162	Medicago truncatula
Meloidogyne incognita	GCA_900182535.1	Viridiplantae	3321	Vitis vinifera
Fasciola hepatica	GCA_900302435.1	Bacteria	18756	Afipia birgiae
Fasciola hepatica	GCA_900302435.1	Bacteria	99430	Afipia broomeae
Fasciola hepatica	GCA_900302435.1	Bacteria	3148	Afipia carboxidovorans
Fasciola hepatica	GCA_900302435.1	Bacteria	5636	Afipia felis
Fasciola hepatica	GCA_900302435.1	Bacteria	20943	Afipia massiliensis
Fasciola hepatica	GCA_900302435.1	Bacteria	18637	Bradyrhizobium betae
Fasciola hepatica	GCA_900302435.1	Bacteria	8831	Bradyrhizobium denitrificans
Fasciola hepatica	GCA_900302435.1	Bacteria	3583	Bradyrhizobium rifense
Fasciola hepatica	GCA_900302435.1	Bacteria	3268	Mesorhizobium soli
Fasciola hepatica	GCA_900302435.1	Bacteria	6768	Methylobacterium symbioticum
Fasciola hepatica	GCA_900302435.1	Bacteria	4272	Methylocapsa aurea
Fasciola hepatica	GCA_900302435.1	Bacteria	8355	Methylorubrum extorquens
Fasciola hepatica	GCA_900302435.1	Bacteria	3108	Nitrobacter sp.
Acrobeloides nanus	GCA_900406225.1	Metazoa	911	Pogona vitticeps
Acrobeloides nanus	GCA_900406225.1	Bacteria	3152	Amycolatopsis taiwanensis
Acrobeloides nanus	GCA_900406225.1	Bacteria	81541	Escherichia coli
Acrobeloides nanus	GCA_900406225.1	Bacteria	579546	Microbacterium ginsengisoli
Acrobeloides nanus	GCA_900406225.1	Bacteria	666	Microbacterium kunmingensis
Acrobeloides nanus	GCA_900406225.1	Bacteria	3352	Microbacterium marinum
Acrobeloides nanus	GCA_900406225.1	Bacteria	2803	Microbacterium profundi
Acrobeloides nanus	GCA_900406225.1	Bacteria	63533	Microbacterium schleiferi
Acrobeloides nanus	GCA_900406225.1	Bacteria	2871	Microbacterium stercoris
Acrobeloides nanus	GCA_900406225.1	Synthetic	7013	NA
Acrobeloides nanus	GCA_900406225.1	Virus	599	Enterobacteria phage
Acrobeloides nanus	GCA_900406225.1	Virus	2048	Microbacterium hydrothermale
Pristionchus arcanus	GCA_900490705.1	Other eukaryotes	543	NA
Pristionchus maxplancki	GCA_900490775.1	Metazoa	601	Aethina tumida
Pristionchus maxplancki	GCA_900490775.1	Bacteria	255	Cedecea lapagei
Pristionchus maxplancki	GCA_900490775.1	Bacteria	261	Citrobacter amalonaticus
Pristionchus maxplancki	GCA_900490775.1	Bacteria	718	Citrobacter freundii
Pristionchus maxplancki	GCA_900490775.1	Bacteria	467	Citrobacter koseri
Pristionchus maxplancki	GCA_900490775.1	Bacteria	317	Erwinia pyrifoliae
Pristionchus maxplancki	GCA_900490775.1	Bacteria	224	Escherichia albertii
Pristionchus maxplancki	GCA_900490775.1	Bacteria	2390	Escherichia coli
Pristionchus maxplancki	GCA_900490775.1	Bacteria	570	Escherichia fergusonii
Pristionchus maxplancki	GCA_900490775.1	Bacteria	200	Salmonella sp.
Pristionchus maxplancki	GCA_900490775.1	Bacteria	200	Serratia marcescens
Pristionchus maxplancki	GCA_900490775.1	Bacteria	3257	NA
Pristionchus maxplancki	GCA_900490775.1	Synthetic	5585	NA
Pristionchus maxplancki	GCA_900490775.1	Virus	200	Citrobacter rodentium
Pristionchus maxplancki	GCA_900490775.1	Virus	279	Dickeya zeae
Pristionchus maxplancki	GCA_900490775.1	Virus	200	Enterobacter hormaechei
Pristionchus maxplancki	GCA_900490775.1	Virus	3084	Escherichia coli
Pristionchus maxplancki	GCA_900490775.1	Virus	369	Escherichia ruysiae
Pristionchus maxplancki	GCA_900490775.1	Virus	399	Intestinirhabdus alba
Pristionchus maxplancki	GCA_900490775.1	Virus	272	Kalamiella piersonii
Pristionchus maxplancki	GCA_900490775.1	Virus	434	Klebsiella phage
Pristionchus maxplancki	GCA_900490775.1	Virus	201	Morganella morganii
Pristionchus maxplancki	GCA_900490775.1	Virus	412	Nesevirus nv2G7b
Pristionchus maxplancki	GCA_900490775.1	Virus	600	Nissabacter archeti
Pristionchus maxplancki	GCA_900490775.1	Virus	264	Phytobacter ursingii
Pristionchus maxplancki	GCA_900490775.1	Virus	912	Punavirus P1
Pristionchus maxplancki	GCA_900490775.1	Virus	400	Punavirus RCS47
Pristionchus maxplancki	GCA_900490775.1	Virus	600	Rahnella inusitata
Pristionchus maxplancki	GCA_900490775.1	Virus	994	Salmonella enterica
Pristionchus maxplancki	GCA_900490775.1	Virus	409	Salmonella phage
Pristionchus maxplancki	GCA_900490775.1	Virus	400	Salmonella sp.
Pristionchus maxplancki	GCA_900490775.1	Virus	400	Shigella dysenteriae
Pristionchus maxplancki	GCA_900490775.1	Virus	200	Shigella flexneri
Pristionchus maxplancki	GCA_900490775.1	Virus	400	Shigella phage
Pristionchus maxplancki	GCA_900490775.1	Virus	600	Shigella sonnei
Pristionchus maxplancki	GCA_900490775.1	Virus	697	Shigella sp.
Pristionchus maxplancki	GCA_900490775.1	Virus	319	Yersinia canariae
Pristionchus maxplancki	GCA_900490775.1	Virus	200	Yersinia pestis
Pristionchus maxplancki	GCA_900490775.1	Virus	200	[Erwinia] mediterraneensis
Pristionchus maxplancki	GCA_900490775.1	Virus	48747	NA
Pristionchus entomophagus	GCA_900490825.1	Bacteria	514	Citrobacter freundii
Pristionchus entomophagus	GCA_900490825.1	Bacteria	324	Enterobacter cancerogenus
Pristionchus entomophagus	GCA_900490825.1	Bacteria	828	Escherichia albertii
Pristionchus entomophagus	GCA_900490825.1	Bacteria	3981	Escherichia coli
Pristionchus entomophagus	GCA_900490825.1	Bacteria	730	Escherichia fergusonii
Pristionchus entomophagus	GCA_900490825.1	Bacteria	1189	Escherichia ruysiae
Pristionchus entomophagus	GCA_900490825.1	Bacteria	1359	Escherichia sp.
Pristionchus entomophagus	GCA_900490825.1	Bacteria	319	Phytobacter ursingii
Pristionchus entomophagus	GCA_900490825.1	Bacteria	206	Pluralibacter gergoviae
Pristionchus entomophagus	GCA_900490825.1	Bacteria	817	Raoultella ornithinolytica
Pristionchus entomophagus	GCA_900490825.1	Bacteria	400	Salmonella sp.
Pristionchus entomophagus	GCA_900490825.1	Bacteria	200	Serratia marcescens
Pristionchus entomophagus	GCA_900490825.1	Bacteria	4483	NA
Pristionchus entomophagus	GCA_900490825.1	Synthetic	10971	NA
Pristionchus entomophagus	GCA_900490825.1	Virus	200	Citrobacter rodentium
Pristionchus entomophagus	GCA_900490825.1	Virus	279	Dickeya zeae
Pristionchus entomophagus	GCA_900490825.1	Virus	200	Enterobacter hormaechei
Pristionchus entomophagus	GCA_900490825.1	Virus	2848	Escherichia coli
Pristionchus entomophagus	GCA_900490825.1	Virus	845	Escherichia phage
Pristionchus entomophagus	GCA_900490825.1	Virus	369	Escherichia ruysiae
Pristionchus entomophagus	GCA_900490825.1	Virus	399	Intestinirhabdus alba
Pristionchus entomophagus	GCA_900490825.1	Virus	473	Kalamiella piersonii
Pristionchus entomophagus	GCA_900490825.1	Virus	600	Nissabacter archeti
Pristionchus entomophagus	GCA_900490825.1	Virus	864	Phytobacter ursingii
Pristionchus entomophagus	GCA_900490825.1	Virus	1984	Punavirus P1
Pristionchus entomophagus	GCA_900490825.1	Virus	200	Punavirus RCS47
Pristionchus entomophagus	GCA_900490825.1	Virus	400	Rahnella inusitata
Pristionchus entomophagus	GCA_900490825.1	Virus	581	Rhesus cytomegalovirus
Pristionchus entomophagus	GCA_900490825.1	Virus	200	Salmonella enterica
Pristionchus entomophagus	GCA_900490825.1	Virus	409	Salmonella phage
Pristionchus entomophagus	GCA_900490825.1	Virus	200	Salmonella sp.
Pristionchus entomophagus	GCA_900490825.1	Virus	400	Shigella dysenteriae
Pristionchus entomophagus	GCA_900490825.1	Virus	200	Shigella flexneri
Pristionchus entomophagus	GCA_900490825.1	Virus	400	Shigella phage
Pristionchus entomophagus	GCA_900490825.1	Virus	697	Shigella sp.
Pristionchus entomophagus	GCA_900490825.1	Virus	319	Yersinia canariae
Pristionchus entomophagus	GCA_900490825.1	Virus	20984	NA
Pristionchus japonicus	GCA_900490845.1	Bacteria	313	Citrobacter freundii
Pristionchus japonicus	GCA_900490845.1	Bacteria	317	Erwinia pyrifoliae
Pristionchus japonicus	GCA_900490845.1	Bacteria	629	Escherichia albertii
Pristionchus japonicus	GCA_900490845.1	Bacteria	6268	Escherichia coli
Pristionchus japonicus	GCA_900490845.1	Bacteria	570	Escherichia fergusonii
Pristionchus japonicus	GCA_900490845.1	Bacteria	1076	Escherichia ruysiae
Pristionchus japonicus	GCA_900490845.1	Bacteria	206	Pluralibacter gergoviae
Pristionchus japonicus	GCA_900490845.1	Bacteria	307	Pseudocitrobacter vendiensis
Pristionchus japonicus	GCA_900490845.1	Bacteria	200	Salmonella sp.
Pristionchus japonicus	GCA_900490845.1	Bacteria	200	Serratia marcescens
Pristionchus japonicus	GCA_900490845.1	Synthetic	5585	NA
Pristionchus japonicus	GCA_900490845.1	Virus	279	Cedecea lapagei
Pristionchus japonicus	GCA_900490845.1	Virus	200	Citrobacter murliniae
Pristionchus japonicus	GCA_900490845.1	Virus	200	Citrobacter rodentium
Pristionchus japonicus	GCA_900490845.1	Virus	200	Enterobacter hormaechei
Pristionchus japonicus	GCA_900490845.1	Virus	1289	Escherichia coli
Pristionchus japonicus	GCA_900490845.1	Virus	369	Escherichia ruysiae
Pristionchus japonicus	GCA_900490845.1	Virus	201	Hafnia paralvei
Pristionchus japonicus	GCA_900490845.1	Virus	399	Intestinirhabdus alba
Pristionchus japonicus	GCA_900490845.1	Virus	200	Mixta gaviniae
Pristionchus japonicus	GCA_900490845.1	Virus	201	Morganella morganii
Pristionchus japonicus	GCA_900490845.1	Virus	412	Nesevirus nv2G7b
Pristionchus japonicus	GCA_900490845.1	Virus	600	Nissabacter archeti
Pristionchus japonicus	GCA_900490845.1	Virus	200	Pantoea septica
Pristionchus japonicus	GCA_900490845.1	Virus	400	Punavirus P1
Pristionchus japonicus	GCA_900490845.1	Virus	400	Punavirus RCS47
Pristionchus japonicus	GCA_900490845.1	Virus	396	Radostvirus ev099
Pristionchus japonicus	GCA_900490845.1	Virus	200	Rahnella inusitata
Pristionchus japonicus	GCA_900490845.1	Virus	994	Salmonella enterica
Pristionchus japonicus	GCA_900490845.1	Virus	200	Salmonella sp.
Pristionchus japonicus	GCA_900490845.1	Virus	400	Shigella dysenteriae
Pristionchus japonicus	GCA_900490845.1	Virus	600	Shigella phage
Pristionchus japonicus	GCA_900490845.1	Virus	600	Shigella sonnei
Pristionchus japonicus	GCA_900490845.1	Virus	319	Yersinia intermedia
Pristionchus japonicus	GCA_900490845.1	Virus	200	Yersinia pestis
Pristionchus japonicus	GCA_900490845.1	Virus	2852	NA
Pristionchus mayeri	GCA_900490875.1	Metazoa	1255	NA
Pristionchus mayeri	GCA_900490875.1	Bacteria	317	Citrobacter telavivensis
Pristionchus mayeri	GCA_900490875.1	Bacteria	629	Escherichia albertii
Pristionchus mayeri	GCA_900490875.1	Bacteria	2740	Escherichia coli
Pristionchus mayeri	GCA_900490875.1	Bacteria	240	Escherichia fergusonii
Pristionchus mayeri	GCA_900490875.1	Bacteria	349	Escherichia sp.
Pristionchus mayeri	GCA_900490875.1	Bacteria	206	Pluralibacter gergoviae
Pristionchus mayeri	GCA_900490875.1	Bacteria	330	Salmonella enterica
Pristionchus mayeri	GCA_900490875.1	Bacteria	200	Salmonella sp.
Pristionchus mayeri	GCA_900490875.1	Bacteria	200	Serratia marcescens
Pristionchus mayeri	GCA_900490875.1	Bacteria	4044	NA
Pristionchus mayeri	GCA_900490875.1	Synthetic	5585	NA
Pristionchus mayeri	GCA_900490875.1	Virus	399	Candidatus Sodalis
Pristionchus mayeri	GCA_900490875.1	Virus	279	Cedecea lapagei
Pristionchus mayeri	GCA_900490875.1	Virus	200	Citrobacter murliniae
Pristionchus mayeri	GCA_900490875.1	Virus	200	Citrobacter rodentium
Pristionchus mayeri	GCA_900490875.1	Virus	2184	Escherichia coli
Pristionchus mayeri	GCA_900490875.1	Virus	201	Hafnia paralvei
Pristionchus mayeri	GCA_900490875.1	Virus	254	Klebsiella phage
Pristionchus mayeri	GCA_900490875.1	Virus	200	Mixta gaviniae
Pristionchus mayeri	GCA_900490875.1	Virus	201	Morganella morganii
Pristionchus mayeri	GCA_900490875.1	Virus	400	Nissabacter archeti
Pristionchus mayeri	GCA_900490875.1	Virus	200	Pantoea septica
Pristionchus mayeri	GCA_900490875.1	Virus	264	Phytobacter ursingii
Pristionchus mayeri	GCA_900490875.1	Virus	1703	Punavirus P1
Pristionchus mayeri	GCA_900490875.1	Virus	1097	Punavirus RCS47
Pristionchus mayeri	GCA_900490875.1	Virus	396	Radostvirus ev099
Pristionchus mayeri	GCA_900490875.1	Virus	200	Rahnella inusitata
Pristionchus mayeri	GCA_900490875.1	Virus	1394	Salmonella enterica
Pristionchus mayeri	GCA_900490875.1	Virus	1329	Salmonella sp.
Pristionchus mayeri	GCA_900490875.1	Virus	400	Shigella dysenteriae
Pristionchus mayeri	GCA_900490875.1	Virus	200	Shigella phage
Pristionchus mayeri	GCA_900490875.1	Virus	600	Shigella sonnei
Pristionchus mayeri	GCA_900490875.1	Virus	319	Yersinia intermedia
Pristionchus mayeri	GCA_900490875.1	Virus	200	Yersinia pestis
Pristionchus mayeri	GCA_900490875.1	Virus	10485	NA
Pristionchus fissidentatus	GCA_900490895.1	Bacteria	583	Citrobacter youngae
Pristionchus fissidentatus	GCA_900490895.1	Bacteria	557	Escherichia albertii
Pristionchus fissidentatus	GCA_900490895.1	Bacteria	2048	Escherichia coli
Pristionchus fissidentatus	GCA_900490895.1	Bacteria	1783	Escherichia sp.
Pristionchus fissidentatus	GCA_900490895.1	Bacteria	738	Salmonella enterica
Pristionchus fissidentatus	GCA_900490895.1	Bacteria	2538	NA
Pristionchus fissidentatus	GCA_900490895.1	Synthetic	10971	NA
Pristionchus fissidentatus	GCA_900490895.1	Virus	486	Escherichia coli
Pristionchus fissidentatus	GCA_900490895.1	Virus	242	Klebsiella phage
Pristionchus fissidentatus	GCA_900490895.1	Virus	200	Nissabacter archeti
Pristionchus fissidentatus	GCA_900490895.1	Virus	597	Shigella dysenteriae
Pristionchus fissidentatus	GCA_900490895.1	Virus	769	Shigella sp.
Pristionchus fissidentatus	GCA_900490895.1	Virus	16969	NA
Micoletzkya japonica	GCA_900490955.1	Bacteria	206	Citrobacter koseri
Micoletzkya japonica	GCA_900490955.1	Bacteria	317	Erwinia pyrifoliae
Micoletzkya japonica	GCA_900490955.1	Bacteria	629	Escherichia albertii
Micoletzkya japonica	GCA_900490955.1	Bacteria	12826	Escherichia coli
Micoletzkya japonica	GCA_900490955.1	Bacteria	240	Escherichia fergusonii
Micoletzkya japonica	GCA_900490955.1	Bacteria	885	Escherichia ruysiae
Micoletzkya japonica	GCA_900490955.1	Bacteria	296	Escherichia sp.
Micoletzkya japonica	GCA_900490955.1	Bacteria	307	Pseudocitrobacter vendiensis
Micoletzkya japonica	GCA_900490955.1	Bacteria	330	Salmonella enterica
